,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
3034,E46795A590C643FCDE6B993B35621D2F,30921,17,18,1,109.53903,18.29451,1667
3035,B78E7295CB13532B4E2C30EF158E297F,31931,1,8,7,109.54771,18.29403,1667
3036,B78E7295CB13532B4E2C30EF158E297F,39183,10,16,6,109.55542,18.28208,1715
3037,B78E7295CB13532B4E2C30EF158E297F,30854,21,22,1,109.56889,18.27076,1763
3047,066E3B290AAC556F650E56DD0F693AB2,60401,1,2,1,109.47444,18.27583,1414
3048,066E3B290AAC556F650E56DD0F693AB2,38251,5,6,1,109.49618,18.25493,1510
3049,066E3B290AAC556F650E56DD0F693AB2,33481,10,15,5,109.67278,18.41278,2187
3059,F47C4E1E39056C43B0AD32AC994AB7C0,31931,0,8,8,109.54771,18.29403,1667
3060,F47C4E1E39056C43B0AD32AC994AB7C0,60361,12,16,4,109.51938,18.29681,1567
3061,F47C4E1E39056C43B0AD32AC994AB7C0,31931,18,21,3,109.54771,18.29403,1667
3099,4DD578E2E3AB8705D8DDD716449001B9,30921,10,12,2,109.53903,18.29451,1667
3100,4DD578E2E3AB8705D8DDD716449001B9,31931,15,16,1,109.54771,18.29403,1667
3101,4DD578E2E3AB8705D8DDD716449001B9,60361,19,22,3,109.51938,18.29681,1567
3182,5535A1723CC527F3594ACA1502453D67,31471,13,15,2,109.34583,18.29563,917
3183,5535A1723CC527F3594ACA1502453D67,30354,18,23,5,109.42813,18.29076,1216
3220,42158B50A96F4BB50162AD5AAF8D7E2D,31201,0,8,8,109.51042,18.23819,1558
3221,42158B50A96F4BB50162AD5AAF8D7E2D,30741,12,13,1,109.49833,18.28681,1516
3222,42158B50A96F4BB50162AD5AAF8D7E2D,31181,17,21,4,109.50382,18.24813,1509
3223,42158B50A96F4BB50162AD5AAF8D7E2D,38911,21,23,2,109.51674,18.24965,1559
3248,70A62761FE79F922D082380DA7747243,30854,4,16,12,109.56889,18.27076,1763
3249,70A62761FE79F922D082380DA7747243,30861,18,22,4,109.52722,18.22743,1606
3256,E1108DE9382EA6DD2052A0875C7E83C6,31161,12,13,1,109.70229,18.31361,2270
3257,E1108DE9382EA6DD2052A0875C7E83C6,60111,14,19,5,109.72556,18.31924,2371
3258,E1108DE9382EA6DD2052A0875C7E83C6,31861,21,23,2,109.49042,18.27549,1464
3266,560794A44CA17A43FA34D0FA6C339747,30854,0,15,15,109.56889,18.27076,1763
3267,560794A44CA17A43FA34D0FA6C339747,31071,17,18,1,109.58257,18.28458,1815
3268,560794A44CA17A43FA34D0FA6C339747,30854,20,23,3,109.56889,18.27076,1763
3288,608A55C14BAB2A5B627ACC1F39B89FB6,31945,0,7,7,109.58021,18.29403,1817
3289,608A55C14BAB2A5B627ACC1F39B89FB6,30854,8,20,12,109.56889,18.27076,1763
3290,608A55C14BAB2A5B627ACC1F39B89FB6,31945,20,23,3,109.58021,18.29403,1817
3332,362A5B9B34971851814BD592D30A5666,30854,4,13,9,109.56889,18.27076,1763
3333,362A5B9B34971851814BD592D30A5666,38241,15,16,1,109.54111,18.30542,1669
3380,10EBF762D28520B09848288F7052CFDE,30854,0,6,6,109.56889,18.27076,1763
3381,10EBF762D28520B09848288F7052CFDE,39101,8,18,10,109.50132,18.24931,1509
3382,10EBF762D28520B09848288F7052CFDE,30854,19,21,2,109.56889,18.27076,1763
3394,6E6193514D8E876D83956A94AD4F3FB1,31931,0,6,6,109.54771,18.29403,1667
3395,6E6193514D8E876D83956A94AD4F3FB1,31951,9,10,1,109.52174,18.30299,1568
3396,6E6193514D8E876D83956A94AD4F3FB1,31931,11,13,2,109.54771,18.29403,1667
3397,6E6193514D8E876D83956A94AD4F3FB1,30071,14,15,1,109.52819,18.30472,1619
3516,5EE8D9F14A8252BCCE8FF36AFB4B75F8,31521,13,14,1,109.51458,18.22542,1555
3517,5EE8D9F14A8252BCCE8FF36AFB4B75F8,30731,15,18,3,109.50944,18.22306,1555
3518,5EE8D9F14A8252BCCE8FF36AFB4B75F8,31521,18,22,4,109.51458,18.22542,1555
3532,E605B26D53F08A0D3360A4541E09F4E2,38283,0,14,14,109.62229,18.22618,1956
3533,E605B26D53F08A0D3360A4541E09F4E2,38283,17,18,1,109.62229,18.22618,1956
3534,E605B26D53F08A0D3360A4541E09F4E2,38283,20,23,3,109.62229,18.22618,1956
3535,6DF7485545B790F22810B0EDD8F1B356,31945,0,14,14,109.58021,18.29403,1817
3536,6DF7485545B790F22810B0EDD8F1B356,30854,15,16,1,109.56889,18.27076,1763
3567,0641FC44BB6634907F408B361FAAE705,30721,11,19,8,109.51597,18.28257,1565
3568,0641FC44BB6634907F408B361FAAE705,60221,21,22,1,109.52569,18.29188,1616
3574,6D02659C8AB6FF777A098A468ACF74DA,39091,16,19,3,109.50097,18.25222,1510
3575,6D02659C8AB6FF777A098A468ACF74DA,38102,21,23,2,109.40875,18.29111,1166
3631,0F558B6653C655C7F0BAEA9D66B33F57,31071,3,8,5,109.58257,18.28458,1815
3632,0F558B6653C655C7F0BAEA9D66B33F57,30854,9,10,1,109.56889,18.27076,1763
3635,1026894DC5FF9A7FAF3A2EE28B95E239,30891,0,8,8,109.59431,18.28389,1865
3636,1026894DC5FF9A7FAF3A2EE28B95E239,30854,12,22,10,109.56889,18.27076,1763
3662,7421066246AAD1C230E7E2A7ADF06E9D,60631,0,7,7,109.57778,18.27583,1814
3663,7421066246AAD1C230E7E2A7ADF06E9D,30854,7,17,10,109.56889,18.27076,1763
3664,7421066246AAD1C230E7E2A7ADF06E9D,31461,19,22,3,109.5091,18.25389,1510
3695,A01B4012B619D942E7CC3AC9B78722B4,30854,0,2,2,109.56889,18.27076,1763
3696,A01B4012B619D942E7CC3AC9B78722B4,31561,5,10,5,109.56792,18.28479,1765
3697,A01B4012B619D942E7CC3AC9B78722B4,39183,14,16,2,109.55542,18.28208,1715
3698,A01B4012B619D942E7CC3AC9B78722B4,31561,16,22,6,109.56792,18.28479,1765
3699,C153552CEA2677B0FF473AE565EA979E,30821,0,14,14,109.43681,18.33639,1274
3700,C153552CEA2677B0FF473AE565EA979E,30651,18,19,1,109.42611,18.385,1232
3721,417408FFDA93B177641D270D3A5C4B2D,31071,0,5,5,109.58257,18.28458,1815
3722,417408FFDA93B177641D270D3A5C4B2D,30854,6,13,7,109.56889,18.27076,1763
3723,417408FFDA93B177641D270D3A5C4B2D,60631,15,16,1,109.57778,18.27583,1814
3724,417408FFDA93B177641D270D3A5C4B2D,31071,19,23,4,109.58257,18.28458,1815
3842,6ABCA112AF80119A11E9BA7816F26F03,60381,0,8,8,109.5241,18.22458,1605
3851,99EAB49EE8968B052E448932BFC0D516,38052,0,11,11,109.62618,18.23042,1956
3852,99EAB49EE8968B052E448932BFC0D516,60594,12,15,3,109.62694,18.22799,1956
3853,99EAB49EE8968B052E448932BFC0D516,38052,15,16,1,109.62618,18.23042,1956
3854,99EAB49EE8968B052E448932BFC0D516,38052,19,20,1,109.62618,18.23042,1956
3888,D2A5F87218CF25385163A2F3C4229CB8,31561,0,5,5,109.56792,18.28479,1765
3889,D2A5F87218CF25385163A2F3C4229CB8,30851,5,9,4,109.5616,18.27396,1713
3890,D2A5F87218CF25385163A2F3C4229CB8,31561,10,20,10,109.56792,18.28479,1765
3913,8DD23AA43C0F7967C45F7488D66F9159,31945,0,2,2,109.58021,18.29403,1817
3914,8DD23AA43C0F7967C45F7488D66F9159,30854,2,4,2,109.56889,18.27076,1763
3915,8DD23AA43C0F7967C45F7488D66F9159,31945,6,7,1,109.58021,18.29403,1817
3916,8DD23AA43C0F7967C45F7488D66F9159,60631,10,11,1,109.57778,18.27583,1814
3917,8DD23AA43C0F7967C45F7488D66F9159,31945,13,14,1,109.58021,18.29403,1817
3926,BD4652414D5C17466BA36FD4BD943A94,30721,1,6,5,109.51597,18.28257,1565
3927,BD4652414D5C17466BA36FD4BD943A94,39183,11,12,1,109.55542,18.28208,1715
3928,BD4652414D5C17466BA36FD4BD943A94,31931,13,16,3,109.54771,18.29403,1667
3929,BD4652414D5C17466BA36FD4BD943A94,38291,20,21,1,109.51618,18.24313,1558
3973,598A5BC9BEA86E74379689160E91B24E,30854,0,12,12,109.56889,18.27076,1763
3974,598A5BC9BEA86E74379689160E91B24E,31071,15,16,1,109.58257,18.28458,1815
3975,598A5BC9BEA86E74379689160E91B24E,30854,18,19,1,109.56889,18.27076,1763
4004,4B0AADB3989E3C45AA834D87FDC75667,31181,0,11,11,109.50382,18.24813,1509
4005,4B0AADB3989E3C45AA834D87FDC75667,60011,14,15,1,109.48965,18.30222,1468
4006,4B0AADB3989E3C45AA834D87FDC75667,31031,18,19,1,109.49979,18.25382,1510
4007,4B0AADB3989E3C45AA834D87FDC75667,39101,20,23,3,109.50132,18.24931,1509
4025,8A01C766ABD659C6DF7A6AE90AA81678,60291,0,8,8,109.50826,18.24639,1509
4026,8A01C766ABD659C6DF7A6AE90AA81678,31521,9,23,14,109.51458,18.22542,1555
4066,CDA1EB7B89E47C48A7CAC823B0773234,31701,15,16,1,109.44132,18.28833,1266
4067,CDA1EB7B89E47C48A7CAC823B0773234,30831,18,19,1,109.69813,18.32076,2271
4096,B37777551ADDE84A1FDFE1FF465C24DC,31931,0,15,15,109.54771,18.29403,1667
4097,B37777551ADDE84A1FDFE1FF465C24DC,30921,15,20,5,109.53903,18.29451,1667
4145,FBDACEF8C95F9F2B8E3E865976CD03F5,31561,2,14,12,109.56792,18.28479,1765
4146,FBDACEF8C95F9F2B8E3E865976CD03F5,30854,17,18,1,109.56889,18.27076,1763
4207,2A6BA0678DDF16AF08BAC9E3FA3C9391,31561,0,8,8,109.56792,18.28479,1765
4208,2A6BA0678DDF16AF08BAC9E3FA3C9391,30854,9,12,3,109.56889,18.27076,1763
4209,2A6BA0678DDF16AF08BAC9E3FA3C9391,31561,13,14,1,109.56792,18.28479,1765
4210,2A6BA0678DDF16AF08BAC9E3FA3C9391,30854,15,19,4,109.56889,18.27076,1763
4227,928DF0385E8541CFD2F5858501C04155,30234,0,7,7,109.60681,18.29979,1918
4228,928DF0385E8541CFD2F5858501C04155,30854,7,23,16,109.56889,18.27076,1763
4272,75817DB682187A07461734D66E1E6492,31061,0,1,1,109.53333,18.23257,1607
4273,75817DB682187A07461734D66E1E6492,30854,2,16,14,109.56889,18.27076,1763
4274,75817DB682187A07461734D66E1E6492,60631,18,23,5,109.57778,18.27583,1814
4282,E5B7DF0BD5F9C6028960F1174FAA2027,60084,0,11,11,109.4984,18.2334,1507
4283,E5B7DF0BD5F9C6028960F1174FAA2027,38754,14,15,1,109.74667,18.37382,2430
4284,E5B7DF0BD5F9C6028960F1174FAA2027,30161,18,19,1,109.50042,18.24389,1508
4285,E5B7DF0BD5F9C6028960F1174FAA2027,30271,20,21,1,109.49132,18.23153,1456
4302,1952B2BB316D2BB82BFA729C9CE4CADA,31431,0,5,5,109.44639,18.29042,1316
4303,1952B2BB316D2BB82BFA729C9CE4CADA,31431,7,17,10,109.44639,18.29042,1316
4304,1952B2BB316D2BB82BFA729C9CE4CADA,30201,20,21,1,109.4909,18.26465,1462
4307,005F3AEFE6DBF371ED1FD57736434098,30854,14,17,3,109.56889,18.27076,1763
4308,005F3AEFE6DBF371ED1FD57736434098,31461,19,22,3,109.5091,18.25389,1510
4330,94976FAA0C4E2BB13E4130A03A47F4ED,60631,3,9,6,109.57778,18.27583,1814
4331,94976FAA0C4E2BB13E4130A03A47F4ED,30854,9,22,13,109.56889,18.27076,1763
4337,D4EDFC03E7ED63DAAF98D926C98FC74F,38754,13,14,1,109.74667,18.37382,2430
4338,D4EDFC03E7ED63DAAF98D926C98FC74F,30511,16,17,1,109.51069,18.24208,1558
4339,EC70F9D6B8EC4124E51EFCFD87BAFA84,38361,2,3,1,109.43667,18.29201,1267
4340,EC70F9D6B8EC4124E51EFCFD87BAFA84,31671,4,6,2,109.38965,18.29813,1068
4341,EC70F9D6B8EC4124E51EFCFD87BAFA84,38027,7,9,2,109.38833,18.2909,1066
4342,EC70F9D6B8EC4124E51EFCFD87BAFA84,38027,14,19,5,109.38833,18.2909,1066
4343,EC70F9D6B8EC4124E51EFCFD87BAFA84,38141,19,20,1,109.39479,18.2916,1116
4344,EC70F9D6B8EC4124E51EFCFD87BAFA84,38903,21,23,2,109.39229,18.29243,1117
4345,8D8AA41210FC9E2D5DD4D81CF4DB18D7,38991,0,7,7,109.52681,18.30368,1618
4346,8D8AA41210FC9E2D5DD4D81CF4DB18D7,39151,8,10,2,109.49875,18.25097,1510
4347,8D8AA41210FC9E2D5DD4D81CF4DB18D7,30271,11,12,1,109.49132,18.23153,1456
4348,8D8AA41210FC9E2D5DD4D81CF4DB18D7,30084,12,15,3,109.50118,18.26972,1513
4349,8D8AA41210FC9E2D5DD4D81CF4DB18D7,31521,19,20,1,109.51458,18.22542,1555
4350,8D8AA41210FC9E2D5DD4D81CF4DB18D7,38991,22,23,1,109.52681,18.30368,1618
4372,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60524,0,5,5,109.42951,18.28993,1216
4373,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60552,7,11,4,109.41729,18.30014,1218
4374,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60524,11,12,1,109.42951,18.28993,1216
4375,ABCD0851CC1C78BCD7AF6DBDF2F5DE49,60401,14,16,2,109.47444,18.27583,1414
4387,5E97A4561E11AAC4FBC53FD068EAA52B,30854,1,6,5,109.56889,18.27076,1763
4388,5E97A4561E11AAC4FBC53FD068EAA52B,30531,9,18,9,109.53271,18.21472,1604
4389,5E97A4561E11AAC4FBC53FD068EAA52B,30854,21,23,2,109.56889,18.27076,1763
4390,85E9F50B5ABCB1024F25DC89F0D41C6E,60201,0,2,2,109.5041,18.2509,1510
4391,85E9F50B5ABCB1024F25DC89F0D41C6E,60281,3,7,4,109.51743,18.25924,1561
4392,85E9F50B5ABCB1024F25DC89F0D41C6E,31041,7,9,2,109.50278,18.23701,1507
4393,85E9F50B5ABCB1024F25DC89F0D41C6E,31261,12,15,3,109.51174,18.2466,1559
4394,85E9F50B5ABCB1024F25DC89F0D41C6E,60281,19,23,4,109.51743,18.25924,1561
4409,E6541B4F346982101D887BAAF0315541,31931,0,6,6,109.54771,18.29403,1667
4410,E6541B4F346982101D887BAAF0315541,30854,6,13,7,109.56889,18.27076,1763
4411,E6541B4F346982101D887BAAF0315541,30851,15,16,1,109.5616,18.27396,1713
4412,E6541B4F346982101D887BAAF0315541,30854,18,23,5,109.56889,18.27076,1763
4465,B643AC77F8D8498A9694D45BA8B0F75F,60631,0,16,16,109.57778,18.27583,1814
4466,B643AC77F8D8498A9694D45BA8B0F75F,30851,17,18,1,109.5616,18.27396,1713
4467,B643AC77F8D8498A9694D45BA8B0F75F,31561,19,21,2,109.56792,18.28479,1765
4567,6F25B46DE233F84CBE88187DB2427FA9,30201,0,6,6,109.4909,18.26465,1462
4568,6F25B46DE233F84CBE88187DB2427FA9,30201,8,9,1,109.4909,18.26465,1462
4569,6F25B46DE233F84CBE88187DB2427FA9,31021,10,12,2,109.49021,18.27,1463
4570,6F25B46DE233F84CBE88187DB2427FA9,30201,12,14,2,109.4909,18.26465,1462
4571,6F25B46DE233F84CBE88187DB2427FA9,31021,17,19,2,109.49021,18.27,1463
4572,6F25B46DE233F84CBE88187DB2427FA9,30201,19,23,4,109.4909,18.26465,1462
4573,5EAEAB611440D169B1CE8706AE16111E,31521,2,4,2,109.51458,18.22542,1555
4574,5EAEAB611440D169B1CE8706AE16111E,30511,5,11,6,109.51069,18.24208,1558
4575,5EAEAB611440D169B1CE8706AE16111E,38251,12,13,1,109.49618,18.25493,1510
4576,5EAEAB611440D169B1CE8706AE16111E,30511,15,16,1,109.51069,18.24208,1558
4577,5EAEAB611440D169B1CE8706AE16111E,38127,19,22,3,109.50833,18.27222,1513
4578,27BCEF3137923B84211F08830816C810,61011,12,13,1,109.60653,18.19076,1900
4580,27BCEF3137923B84211F08830816C810,61011,16,18,2,109.60653,18.19076,1900
4612,E7A64185897DA568208C43A23DB11EB2,30854,13,15,2,109.56889,18.27076,1763
4613,E7A64185897DA568208C43A23DB11EB2,30861,18,22,4,109.52722,18.22743,1606
4621,4D944399BAAD1AD37CC1D68A51FA53FD,30161,0,7,7,109.50042,18.24389,1508
4622,4D944399BAAD1AD37CC1D68A51FA53FD,31021,8,10,2,109.49021,18.27,1463
4623,4D944399BAAD1AD37CC1D68A51FA53FD,30161,12,13,1,109.50042,18.24389,1508
4640,4995463B780282C9C030A19D9F49AEAC,31071,3,7,4,109.58257,18.28458,1815
4641,4995463B780282C9C030A19D9F49AEAC,30854,10,17,7,109.56889,18.27076,1763
4642,4995463B780282C9C030A19D9F49AEAC,31071,22,23,1,109.58257,18.28458,1815
4682,1065A9749A8F2A571941F492CF248982,30341,0,6,6,109.3625,18.29167,966
4683,1065A9749A8F2A571941F492CF248982,31781,9,13,4,109.19847,18.2975,367
4684,1065A9749A8F2A571941F492CF248982,60054,14,16,2,109.3016,18.31229,770
4685,1065A9749A8F2A571941F492CF248982,30711,18,19,1,109.50271,18.25347,1510
4686,1065A9749A8F2A571941F492CF248982,30341,20,22,2,109.3625,18.29167,966
4691,3D408742D0773F860BA62D41C728BA97,30711,15,16,1,109.50271,18.25347,1510
4692,3D408742D0773F860BA62D41C728BA97,39091,17,20,3,109.50097,18.25222,1510
4725,00FD2268DE6E83934D2916174E81532F,60472,3,4,1,109.46625,18.29542,1367
4726,00FD2268DE6E83934D2916174E81532F,30111,7,18,11,109.47583,18.30542,1419
4727,00FD2268DE6E83934D2916174E81532F,30761,21,23,2,109.45201,18.3,1318
4761,45A4BBA7E29D98A1407820384344799B,38951,2,11,9,109.48097,18.28868,1416
4762,45A4BBA7E29D98A1407820384344799B,33481,13,15,2,109.67278,18.41278,2187
4763,45A4BBA7E29D98A1407820384344799B,60221,20,21,1,109.52569,18.29188,1616
4764,45A4BBA7E29D98A1407820384344799B,60614,22,23,1,109.48799,18.29521,1467
4783,B340EDEF4A878E8DF5CBEC25E465EACE,30854,0,7,7,109.56889,18.27076,1763
4784,B340EDEF4A878E8DF5CBEC25E465EACE,31071,7,9,2,109.58257,18.28458,1815
4785,B340EDEF4A878E8DF5CBEC25E465EACE,30854,9,11,2,109.56889,18.27076,1763
4786,B340EDEF4A878E8DF5CBEC25E465EACE,31071,13,14,1,109.58257,18.28458,1815
4787,B340EDEF4A878E8DF5CBEC25E465EACE,30854,14,16,2,109.56889,18.27076,1763
4810,F198CAA1F49ACA5D003FD8F8473B3798,30581,17,20,3,109.62257,18.24951,1959
4811,F198CAA1F49ACA5D003FD8F8473B3798,30854,20,21,1,109.56889,18.27076,1763
4823,9FD9B533440DEDA093A3D6D9A5E4AA42,60361,0,14,14,109.51938,18.29681,1567
4824,9FD9B533440DEDA093A3D6D9A5E4AA42,30854,14,15,1,109.56889,18.27076,1763
4837,B73C72A488430C5DAE1758758E9D50EF,30951,0,1,1,109.56208,18.25667,1761
4838,B73C72A488430C5DAE1758758E9D50EF,31561,2,3,1,109.56792,18.28479,1765
4871,9CA3E2C253A813AF94072459FC979221,38321,0,11,11,109.39854,18.29132,1116
4872,9CA3E2C253A813AF94072459FC979221,31781,12,13,1,109.19847,18.2975,367
4873,9CA3E2C253A813AF94072459FC979221,31145,14,15,1,109.20431,18.30479,369
4874,9CA3E2C253A813AF94072459FC979221,31781,15,17,2,109.19847,18.2975,367
4875,9CA3E2C253A813AF94072459FC979221,38105,18,23,5,109.40299,18.29229,1117
4885,F6BB537A775832A45DF7D139A32B29FF,30711,2,7,5,109.50271,18.25347,1510
4886,F6BB537A775832A45DF7D139A32B29FF,31851,11,14,3,109.71736,18.29007,2316
4887,F6BB537A775832A45DF7D139A32B29FF,30711,17,19,2,109.50271,18.25347,1510
4888,F6BB537A775832A45DF7D139A32B29FF,60221,19,20,1,109.52569,18.29188,1616
4889,F6BB537A775832A45DF7D139A32B29FF,31851,22,23,1,109.71736,18.29007,2316
4893,662D882A6A10D0E6C3566690F0A40636,30854,0,17,17,109.56889,18.27076,1763
4894,662D882A6A10D0E6C3566690F0A40636,31071,20,21,1,109.58257,18.28458,1815
4895,662D882A6A10D0E6C3566690F0A40636,30854,22,23,1,109.56889,18.27076,1763
4972,64160F75E74E2B48DE6EBBED499A7424,31431,0,7,7,109.44639,18.29042,1316
4973,64160F75E74E2B48DE6EBBED499A7424,38361,9,14,5,109.43667,18.29201,1267
4974,64160F75E74E2B48DE6EBBED499A7424,30771,17,19,2,109.49938,18.26042,1511
4975,64160F75E74E2B48DE6EBBED499A7424,31431,20,21,1,109.44639,18.29042,1316
4991,FB69127E95B4D9EC5AF61282F8D7EEB7,30854,9,15,6,109.56889,18.27076,1763
4992,FB69127E95B4D9EC5AF61282F8D7EEB7,30861,17,21,4,109.52722,18.22743,1606
5000,8CBDC50DA35EAA1BF96B888A29A6656F,30351,18,22,4,109.41701,18.29292,1217
5006,2D39AE6120F2674000C6DBB8A6E572A0,31945,0,13,13,109.58021,18.29403,1817
5007,2D39AE6120F2674000C6DBB8A6E572A0,30854,14,23,9,109.56889,18.27076,1763
5014,E5E20C78783BEE4FE22BF6D264C660C6,31071,1,6,5,109.58257,18.28458,1815
5015,E5E20C78783BEE4FE22BF6D264C660C6,30854,9,18,9,109.56889,18.27076,1763
5050,C1F9914EF577AE2A8300B1A3945A50FF,31561,1,18,17,109.56792,18.28479,1765
5051,C1F9914EF577AE2A8300B1A3945A50FF,31071,20,21,1,109.58257,18.28458,1815
5052,C1F9914EF577AE2A8300B1A3945A50FF,30851,22,23,1,109.5616,18.27396,1713
5188,EC3508E6C408281EA2938EED62E1A6CB,31071,3,5,2,109.58257,18.28458,1815
5189,EC3508E6C408281EA2938EED62E1A6CB,30951,8,18,10,109.56208,18.25667,1761
5190,EC3508E6C408281EA2938EED62E1A6CB,30232,20,23,3,109.6191,18.31701,1971
5221,AAE004FC512551834D40DDD86F1BD5D3,60161,1,3,2,109.49174,18.26181,1461
5222,AAE004FC512551834D40DDD86F1BD5D3,60041,4,11,7,109.39889,18.31944,1121
5223,AAE004FC512551834D40DDD86F1BD5D3,60161,15,16,1,109.49174,18.26181,1461
5224,AAE004FC512551834D40DDD86F1BD5D3,60231,17,19,2,109.49903,18.21972,1504
5225,AAE004FC512551834D40DDD86F1BD5D3,60161,21,22,1,109.49174,18.26181,1461
5259,462D8D1C789FC84A63DF1607C3EC93C5,60631,0,7,7,109.57778,18.27583,1814
5260,462D8D1C789FC84A63DF1607C3EC93C5,30854,8,11,3,109.56889,18.27076,1763
5263,E191BF114A3C2277CB7C3323BAA13F43,39151,18,19,1,109.49875,18.25097,1510
5264,E191BF114A3C2277CB7C3323BAA13F43,30854,21,22,1,109.56889,18.27076,1763
5298,A68637AA89BD62624E677D9E66C32FAD,39101,0,5,5,109.50132,18.24931,1509
5299,A68637AA89BD62624E677D9E66C32FAD,30161,5,10,5,109.50042,18.24389,1508
5300,A68637AA89BD62624E677D9E66C32FAD,30361,10,11,1,109.50347,18.24,1508
5301,A68637AA89BD62624E677D9E66C32FAD,30161,12,15,3,109.50042,18.24389,1508
5352,A8CC84F6441C04DAF82A74609E587ED2,30561,0,7,7,109.52778,18.31938,1621
5353,A8CC84F6441C04DAF82A74609E587ED2,39181,7,8,1,109.55153,18.28035,1715
5354,A8CC84F6441C04DAF82A74609E587ED2,30561,12,13,1,109.52778,18.31938,1621
5355,A8CC84F6441C04DAF82A74609E587ED2,39181,14,15,1,109.55153,18.28035,1715
5396,2576A40187A845D7B849E820F16B3DB1,30854,1,6,5,109.56889,18.27076,1763
5397,2576A40187A845D7B849E820F16B3DB1,31071,6,8,2,109.58257,18.28458,1815
5398,2576A40187A845D7B849E820F16B3DB1,30854,10,11,1,109.56889,18.27076,1763
5402,90B0A60855A43B2DB99A0964CE51D3AF,31071,1,7,6,109.58257,18.28458,1815
5403,90B0A60855A43B2DB99A0964CE51D3AF,30854,11,23,12,109.56889,18.27076,1763
5425,3D39BFF619D555933510C63A4C03CAF1,60221,20,23,3,109.52569,18.29188,1616
5439,EF6EAAF19212F026BFFCE69929597502,31931,12,18,6,109.54771,18.29403,1667
5440,EF6EAAF19212F026BFFCE69929597502,31181,20,22,2,109.50382,18.24813,1509
5442,7AEDF35A88732925ED623E93535ACF94,31351,22,23,1,109.4959,18.28417,1465
5477,122D07F80E4FAC68FAE7EDBB2DF1AFA3,31071,0,8,8,109.58257,18.28458,1815
5478,122D07F80E4FAC68FAE7EDBB2DF1AFA3,30854,10,11,1,109.56889,18.27076,1763
5479,122D07F80E4FAC68FAE7EDBB2DF1AFA3,31071,13,14,1,109.58257,18.28458,1815
5480,122D07F80E4FAC68FAE7EDBB2DF1AFA3,30854,16,17,1,109.56889,18.27076,1763
5508,B3EF0679F09F3DEC127B54C54EEBFAA7,31071,3,4,1,109.58257,18.28458,1815
5509,B3EF0679F09F3DEC127B54C54EEBFAA7,30854,7,9,2,109.56889,18.27076,1763
5510,B3EF0679F09F3DEC127B54C54EEBFAA7,31071,12,13,1,109.58257,18.28458,1815
5511,B3EF0679F09F3DEC127B54C54EEBFAA7,30854,13,23,10,109.56889,18.27076,1763
5574,33E1BB37556BA5DDC29CF09F78EA92CE,60641,0,7,7,109.53854,18.2359,1657
5575,33E1BB37556BA5DDC29CF09F78EA92CE,60381,10,11,1,109.5241,18.22458,1605
5576,33E1BB37556BA5DDC29CF09F78EA92CE,30854,13,15,2,109.56889,18.27076,1763
5577,33E1BB37556BA5DDC29CF09F78EA92CE,60381,17,21,4,109.5241,18.22458,1605
5578,33E1BB37556BA5DDC29CF09F78EA92CE,60641,21,23,2,109.53854,18.2359,1657
5601,A9FCE0049DB44FE004EAFBF5B783F4A5,31945,0,6,6,109.58021,18.29403,1817
5602,A9FCE0049DB44FE004EAFBF5B783F4A5,30854,9,17,8,109.56889,18.27076,1763
5607,B663EE883B81AEB709AC84DCCEC3D38E,31945,0,7,7,109.58021,18.29403,1817
5608,B663EE883B81AEB709AC84DCCEC3D38E,30854,9,11,2,109.56889,18.27076,1763
5609,B663EE883B81AEB709AC84DCCEC3D38E,31945,13,14,1,109.58021,18.29403,1817
5610,B663EE883B81AEB709AC84DCCEC3D38E,30854,15,23,8,109.56889,18.27076,1763
5635,A64494D6F3A0AF8BF93D9FAA1169011A,31521,0,7,7,109.51458,18.22542,1555
5636,A64494D6F3A0AF8BF93D9FAA1169011A,38811,8,16,8,109.50875,18.2175,1504
5637,A64494D6F3A0AF8BF93D9FAA1169011A,39111,18,20,2,109.5191,18.22597,1555
5638,A64494D6F3A0AF8BF93D9FAA1169011A,60381,20,22,2,109.5241,18.22458,1605
5673,84DF4A7C208235D171EF56473BCCF210,30851,0,3,3,109.5616,18.27396,1713
5674,84DF4A7C208235D171EF56473BCCF210,30361,7,9,2,109.50347,18.24,1508
5675,84DF4A7C208235D171EF56473BCCF210,60631,9,18,9,109.57778,18.27583,1814
5676,C0D9A8D1FC57A96EA766A127A0E8EAAC,30854,0,10,10,109.56889,18.27076,1763
5677,C0D9A8D1FC57A96EA766A127A0E8EAAC,60631,10,11,1,109.57778,18.27583,1814
5678,C0D9A8D1FC57A96EA766A127A0E8EAAC,30854,13,14,1,109.56889,18.27076,1763
5679,C0D9A8D1FC57A96EA766A127A0E8EAAC,60631,15,21,6,109.57778,18.27583,1814
5680,C0D9A8D1FC57A96EA766A127A0E8EAAC,30854,21,23,2,109.56889,18.27076,1763
5690,015CDEB9169BCE5537ABAE49B6A63F2B,39111,0,5,5,109.5191,18.22597,1555
5691,015CDEB9169BCE5537ABAE49B6A63F2B,30854,9,10,1,109.56889,18.27076,1763
5692,015CDEB9169BCE5537ABAE49B6A63F2B,31071,11,13,2,109.58257,18.28458,1815
