,id,grid,start_hour,end_hour,duration,lon,lat,gps2id
236614,451E2BF48CD7B253EB0892324E679BCC,38297,1,6,5,109.52576,18.24965,1609
236615,451E2BF48CD7B253EB0892324E679BCC,60281,7,11,4,109.51743,18.25924,1561
236616,451E2BF48CD7B253EB0892324E679BCC,38297,11,13,2,109.52576,18.24965,1609
236617,451E2BF48CD7B253EB0892324E679BCC,60281,13,15,2,109.51743,18.25924,1561
236618,451E2BF48CD7B253EB0892324E679BCC,60671,15,17,2,109.52979,18.31757,1621
236619,451E2BF48CD7B253EB0892324E679BCC,38297,17,18,1,109.52576,18.24965,1609
236639,8A0382A2385C362EFE2664E8795F133E,39183,0,4,4,109.55542,18.28208,1715
236640,8A0382A2385C362EFE2664E8795F133E,31561,4,5,1,109.56792,18.28479,1765
236641,8A0382A2385C362EFE2664E8795F133E,39183,9,13,4,109.55542,18.28208,1715
236642,8A0382A2385C362EFE2664E8795F133E,31561,14,15,1,109.56792,18.28479,1765
236643,3160CBE2F0CDCB610575CDC881D9968C,38297,0,7,7,109.52576,18.24965,1609
236644,3160CBE2F0CDCB610575CDC881D9968C,38261,8,9,1,109.50361,18.28153,1515
236645,3160CBE2F0CDCB610575CDC881D9968C,38297,11,14,3,109.52576,18.24965,1609
236676,05C6A2C14509DD9617D330FE89E3643D,30891,0,2,2,109.59431,18.28389,1865
236677,05C6A2C14509DD9617D330FE89E3643D,31071,3,5,2,109.58257,18.28458,1815
236678,05C6A2C14509DD9617D330FE89E3643D,60631,6,7,1,109.57778,18.27583,1814
236679,05C6A2C14509DD9617D330FE89E3643D,60381,8,9,1,109.5241,18.22458,1605
236680,05C6A2C14509DD9617D330FE89E3643D,31781,12,14,2,109.19847,18.2975,367
236728,86E10BC3307CFF28C676C9C7B0F51200,60552,19,20,1,109.41729,18.30014,1218
236729,86E10BC3307CFF28C676C9C7B0F51200,38361,21,23,2,109.43667,18.29201,1267
236752,529A14F498129B0238F7B12A9FC7F6F7,31205,0,1,1,109.51111,18.23736,1557
236753,529A14F498129B0238F7B12A9FC7F6F7,31671,3,17,14,109.38965,18.29813,1068
236754,529A14F498129B0238F7B12A9FC7F6F7,30324,18,20,2,109.50326,18.29257,1517
236755,529A14F498129B0238F7B12A9FC7F6F7,30711,21,23,2,109.50271,18.25347,1510
236760,C5190185E6A850F6CC88937542E0EA31,31071,3,4,1,109.58257,18.28458,1815
236761,C5190185E6A850F6CC88937542E0EA31,31071,5,6,1,109.58257,18.28458,1815
236762,C5190185E6A850F6CC88937542E0EA31,39371,8,9,1,109.56627,18.2646,1762
236763,C5190185E6A850F6CC88937542E0EA31,30854,9,16,7,109.56889,18.27076,1763
236768,5E8FF49D1CCDA711846608608C7FAE0D,31071,0,11,11,109.58257,18.28458,1815
236769,5E8FF49D1CCDA711846608608C7FAE0D,30854,16,19,3,109.56889,18.27076,1763
236770,2C3BD53A8702A47FB82F05FB4993B683,39183,15,16,1,109.55542,18.28208,1715
236771,2C3BD53A8702A47FB82F05FB4993B683,31561,21,22,1,109.56792,18.28479,1765
236786,866460FA5062A635337B6369BB2AADDA,31071,3,5,2,109.58257,18.28458,1815
236787,866460FA5062A635337B6369BB2AADDA,30854,9,23,14,109.56889,18.27076,1763
236807,999F394CBA35AFBAE3B26337712A5850,30854,16,22,6,109.56889,18.27076,1763
236808,999F394CBA35AFBAE3B26337712A5850,31071,22,23,1,109.58257,18.28458,1815
236878,D42D82F7F77C55013F0EAB7E35E2211F,30854,2,3,1,109.56889,18.27076,1763
236879,D42D82F7F77C55013F0EAB7E35E2211F,31071,6,10,4,109.58257,18.28458,1815
236880,D42D82F7F77C55013F0EAB7E35E2211F,30531,14,22,8,109.53271,18.21472,1604
236895,D39D64452E6BBEF7B3056CA239E1B86E,30854,0,6,6,109.56889,18.27076,1763
236896,D39D64452E6BBEF7B3056CA239E1B86E,31561,6,7,1,109.56792,18.28479,1765
236897,D39D64452E6BBEF7B3056CA239E1B86E,30854,8,9,1,109.56889,18.27076,1763
236898,D39D64452E6BBEF7B3056CA239E1B86E,31561,9,11,2,109.56792,18.28479,1765
236899,D39D64452E6BBEF7B3056CA239E1B86E,30854,12,13,1,109.56889,18.27076,1763
236900,D39D64452E6BBEF7B3056CA239E1B86E,31561,14,19,5,109.56792,18.28479,1765
236901,D39D64452E6BBEF7B3056CA239E1B86E,30854,19,23,4,109.56889,18.27076,1763
236907,40C57F24FE0409ABB752B2031C349577,38951,0,7,7,109.48097,18.28868,1416
236908,40C57F24FE0409ABB752B2031C349577,38073,11,12,1,109.40813,18.30958,1169
236909,40C57F24FE0409ABB752B2031C349577,38951,17,22,5,109.48097,18.28868,1416
236950,50C497E938D256053EDA53A1DE0E2147,31931,0,18,18,109.54771,18.29403,1667
236951,50C497E938D256053EDA53A1DE0E2147,60371,20,21,1,109.53063,18.30056,1618
236952,50C497E938D256053EDA53A1DE0E2147,31931,22,23,1,109.54771,18.29403,1667
237000,B0C6DED232762D9BAF78468BD2731104,60041,13,14,1,109.39889,18.31944,1121
237001,B0C6DED232762D9BAF78468BD2731104,30581,18,23,5,109.62257,18.24951,1959
237038,D41B754FD260B71E1D8B72C191605B3D,60114,13,14,1,109.73028,18.33847,2374
237042,CD576F1C1CDFB89E6A99A20E65927346,31561,2,8,6,109.56792,18.28479,1765
237043,CD576F1C1CDFB89E6A99A20E65927346,30854,9,23,14,109.56889,18.27076,1763
237049,2E4974DC6B5DC914D4BEF4B8CF2CC13B,60391,13,16,3,109.47667,18.28757,1416
237050,2E4974DC6B5DC914D4BEF4B8CF2CC13B,31081,21,23,2,109.44639,18.30181,1318
237064,0AD99509D112B17EDC0942E5CD8E86E4,30071,0,6,6,109.52819,18.30472,1619
237065,0AD99509D112B17EDC0942E5CD8E86E4,30921,8,14,6,109.53903,18.29451,1667
237066,0AD99509D112B17EDC0942E5CD8E86E4,31931,16,18,2,109.54771,18.29403,1667
237067,0AD99509D112B17EDC0942E5CD8E86E4,30071,19,23,4,109.52819,18.30472,1619
237073,0695D4E7B3E726CA09D841B87798B560,60354,1,5,4,109.58701,18.28521,1815
237074,0695D4E7B3E726CA09D841B87798B560,30854,9,16,7,109.56889,18.27076,1763
237075,0695D4E7B3E726CA09D841B87798B560,31071,16,18,2,109.58257,18.28458,1815
237076,0695D4E7B3E726CA09D841B87798B560,30854,22,23,1,109.56889,18.27076,1763
237087,B712327B6033C61F37801CFD6DAC08AD,30561,1,2,1,109.52778,18.31938,1621
237088,B712327B6033C61F37801CFD6DAC08AD,31951,3,5,2,109.52174,18.30299,1568
237089,B712327B6033C61F37801CFD6DAC08AD,38484,6,9,3,109.53028,18.31528,1620
237090,B712327B6033C61F37801CFD6DAC08AD,30561,10,13,3,109.52778,18.31938,1621
237091,B712327B6033C61F37801CFD6DAC08AD,38484,13,16,3,109.53028,18.31528,1620
237092,B712327B6033C61F37801CFD6DAC08AD,38484,16,18,2,109.53028,18.31528,1620
237093,B712327B6033C61F37801CFD6DAC08AD,30561,18,19,1,109.52778,18.31938,1621
237094,B712327B6033C61F37801CFD6DAC08AD,30771,20,21,1,109.49938,18.26042,1511
237095,B712327B6033C61F37801CFD6DAC08AD,30561,22,23,1,109.52778,18.31938,1621
237118,63FBAC0202144B00077561285E6A7F87,30821,0,7,7,109.43681,18.33639,1274
237119,63FBAC0202144B00077561285E6A7F87,30651,7,10,3,109.42611,18.385,1232
237120,63FBAC0202144B00077561285E6A7F87,30821,10,23,13,109.43681,18.33639,1274
237132,DF296B63A64E364FCDA4C38B0935EEEE,30511,0,20,20,109.51069,18.24208,1558
237133,DF296B63A64E364FCDA4C38B0935EEEE,31201,21,23,2,109.51042,18.23819,1558
237135,070ADE02B3AE6F1159A3DDFA12578616,30361,10,23,13,109.50347,18.24,1508
237159,225EDE82328108AFB3E7EE610CA3F074,60371,4,5,1,109.53063,18.30056,1618
237160,225EDE82328108AFB3E7EE610CA3F074,31931,7,23,16,109.54771,18.29403,1667
237193,89362A3CA3AE6F5B75871F2110924F99,31551,12,14,2,109.55868,18.24222,1708
237194,89362A3CA3AE6F5B75871F2110924F99,39371,14,16,2,109.56627,18.2646,1762
237195,89362A3CA3AE6F5B75871F2110924F99,30851,19,23,4,109.5616,18.27396,1713
237217,1593E13193A160EF9BE2323C5CE79FFF,30071,0,9,9,109.52819,18.30472,1619
237218,1593E13193A160EF9BE2323C5CE79FFF,30084,10,12,2,109.50118,18.26972,1513
237219,1593E13193A160EF9BE2323C5CE79FFF,38241,13,19,6,109.54111,18.30542,1669
237263,7FF3C6569A3990C03CAF6C52D3C8BC6C,30921,0,6,6,109.53903,18.29451,1667
237264,7FF3C6569A3990C03CAF6C52D3C8BC6C,31931,7,11,4,109.54771,18.29403,1667
237265,7FF3C6569A3990C03CAF6C52D3C8BC6C,30921,12,13,1,109.53903,18.29451,1667
237266,7FF3C6569A3990C03CAF6C52D3C8BC6C,31931,14,15,1,109.54771,18.29403,1667
237267,7FF3C6569A3990C03CAF6C52D3C8BC6C,30921,17,23,6,109.53903,18.29451,1667
237276,BA9F8903EC2A1C9DFCBB7CC5DE07DE50,30021,0,5,5,109.12014,18.40986,86
237277,BA9F8903EC2A1C9DFCBB7CC5DE07DE50,30854,9,11,2,109.56889,18.27076,1763
237278,BA9F8903EC2A1C9DFCBB7CC5DE07DE50,31071,15,16,1,109.58257,18.28458,1815
237279,BA9F8903EC2A1C9DFCBB7CC5DE07DE50,30854,16,18,2,109.56889,18.27076,1763
237296,066E3B290AAC556F650E56DD0F693AB2,38251,0,8,8,109.49618,18.25493,1510
237297,066E3B290AAC556F650E56DD0F693AB2,30601,10,12,2,109.66521,18.3875,2132
237298,066E3B290AAC556F650E56DD0F693AB2,30581,14,18,4,109.62257,18.24951,1959
237305,AA2A5396AD753E9245AC53C94BAEDECD,61011,9,17,8,109.60653,18.19076,1900
237327,182D5101D28D51096306D4EF5FDD4501,60084,0,6,6,109.4984,18.2334,1507
237328,182D5101D28D51096306D4EF5FDD4501,30271,8,10,2,109.49132,18.23153,1456
237338,64EA917EAAD3EB55DA2ABB227203C131,60631,15,16,1,109.57778,18.27583,1814
237347,5C88F2693E57AFE9DC179450D039A684,39181,0,8,8,109.55153,18.28035,1715
237348,5C88F2693E57AFE9DC179450D039A684,38271,10,15,5,109.62632,18.23049,1956
237349,5C88F2693E57AFE9DC179450D039A684,39181,19,23,4,109.55153,18.28035,1715
237383,3738BCD5F22BB841A8E524306ADFE0A0,38261,0,7,7,109.50361,18.28153,1515
237384,3738BCD5F22BB841A8E524306ADFE0A0,38751,8,13,5,109.74903,18.37639,2481
237385,3738BCD5F22BB841A8E524306ADFE0A0,38261,14,18,4,109.50361,18.28153,1515
237386,3738BCD5F22BB841A8E524306ADFE0A0,31031,19,20,1,109.49979,18.25382,1510
237387,3738BCD5F22BB841A8E524306ADFE0A0,38261,21,22,1,109.50361,18.28153,1515
237403,0302A2EBE6E506DC381134D2966F2AA4,38951,6,8,2,109.48097,18.28868,1416
237404,0302A2EBE6E506DC381134D2966F2AA4,31471,13,14,1,109.34583,18.29563,917
237405,0302A2EBE6E506DC381134D2966F2AA4,30821,16,18,2,109.43681,18.33639,1274
237406,0302A2EBE6E506DC381134D2966F2AA4,60504,22,23,1,109.47917,18.28903,1416
237414,30F5D42A1A8F1CF26F5C9617FCB06C4F,31561,1,3,2,109.56792,18.28479,1765
237415,30F5D42A1A8F1CF26F5C9617FCB06C4F,39183,5,15,10,109.55542,18.28208,1715
237416,30F5D42A1A8F1CF26F5C9617FCB06C4F,30071,16,17,1,109.52819,18.30472,1619
237417,30F5D42A1A8F1CF26F5C9617FCB06C4F,39183,18,20,2,109.55542,18.28208,1715
237458,686A151A10363ED54A6F439954DA26E0,31761,0,2,2,109.60521,18.27965,1914
237459,686A151A10363ED54A6F439954DA26E0,60594,2,13,11,109.62694,18.22799,1956
237460,686A151A10363ED54A6F439954DA26E0,60221,15,17,2,109.52569,18.29188,1616
237461,686A151A10363ED54A6F439954DA26E0,31221,19,21,2,109.61333,18.26833,1913
237462,686A151A10363ED54A6F439954DA26E0,60594,21,22,1,109.62694,18.22799,1956
237463,A928E9F6C796FE1A60807BA003DE87BB,30234,2,7,5,109.60681,18.29979,1918
237464,A928E9F6C796FE1A60807BA003DE87BB,31071,11,13,2,109.58257,18.28458,1815
237465,A928E9F6C796FE1A60807BA003DE87BB,30854,16,19,3,109.56889,18.27076,1763
237466,A928E9F6C796FE1A60807BA003DE87BB,31071,22,23,1,109.58257,18.28458,1815
237475,367FEEED2C09304141141F7892D4FBC2,30291,0,7,7,109.50403,18.27028,1513
237476,367FEEED2C09304141141F7892D4FBC2,30084,8,21,13,109.50118,18.26972,1513
237477,975CB35586D2D95A387E2AA86A5AB719,31351,0,6,6,109.4959,18.28417,1465
237478,975CB35586D2D95A387E2AA86A5AB719,30671,8,17,9,109.43611,18.30139,1268
237522,3F320FCC97654DBDACE66BB1BF09E301,30341,14,16,2,109.3625,18.29167,966
237550,807332CEC38772FA8DF98C48FBD8DD1E,31561,1,6,5,109.56792,18.28479,1765
237551,807332CEC38772FA8DF98C48FBD8DD1E,39183,6,9,3,109.55542,18.28208,1715
237552,807332CEC38772FA8DF98C48FBD8DD1E,31561,11,21,10,109.56792,18.28479,1765
237553,E6D4DFF479624FE5A6D32ED2123EE444,60291,0,1,1,109.50826,18.24639,1509
237554,E6D4DFF479624FE5A6D32ED2123EE444,30511,4,5,1,109.51069,18.24208,1558
237555,E6D4DFF479624FE5A6D32ED2123EE444,30731,6,7,1,109.50944,18.22306,1555
237556,E6D4DFF479624FE5A6D32ED2123EE444,60291,10,13,3,109.50826,18.24639,1509
237557,E6D4DFF479624FE5A6D32ED2123EE444,60541,13,15,2,109.4084,18.29208,1167
237558,97C31877CA4226D0F1BA1C0E12066B56,60331,0,6,6,109.505,18.26507,1512
237559,97C31877CA4226D0F1BA1C0E12066B56,30854,8,9,1,109.56889,18.27076,1763
237560,97C31877CA4226D0F1BA1C0E12066B56,31071,12,13,1,109.58257,18.28458,1815
237561,97C31877CA4226D0F1BA1C0E12066B56,30854,13,18,5,109.56889,18.27076,1763
237562,97C31877CA4226D0F1BA1C0E12066B56,60331,19,23,4,109.505,18.26507,1512
237587,A7D344B7B6FA604F8D0B73C56E3BBEF1,60371,19,21,2,109.53063,18.30056,1618
237588,A7D344B7B6FA604F8D0B73C56E3BBEF1,60241,21,23,2,109.53319,18.28667,1616
237593,A549C024E6F63EDBD3DC866F10DB11CE,31945,2,3,1,109.58021,18.29403,1817
237594,A549C024E6F63EDBD3DC866F10DB11CE,30854,7,9,2,109.56889,18.27076,1763
237595,A549C024E6F63EDBD3DC866F10DB11CE,31071,10,12,2,109.58257,18.28458,1815
237596,A549C024E6F63EDBD3DC866F10DB11CE,30854,14,20,6,109.56889,18.27076,1763
237600,BDFAC327288611EBD473916D4CB9B192,60411,0,10,10,109.32514,18.30854,869
237601,BDFAC327288611EBD473916D4CB9B192,38251,13,14,1,109.49618,18.25493,1510
237602,BDFAC327288611EBD473916D4CB9B192,30711,18,20,2,109.50271,18.25347,1510
237603,BDFAC327288611EBD473916D4CB9B192,60411,21,23,2,109.32514,18.30854,869
237629,A749E400BFD3B5908671E939EC104DEE,30854,1,13,12,109.56889,18.27076,1763
237630,A749E400BFD3B5908671E939EC104DEE,31071,17,19,2,109.58257,18.28458,1815
237631,A749E400BFD3B5908671E939EC104DEE,30854,21,23,2,109.56889,18.27076,1763
237636,9AF351B3CC27394DFED45513F0E32162,31421,8,10,2,109.55382,18.22347,1705
237637,9AF351B3CC27394DFED45513F0E32162,30951,13,17,4,109.56208,18.25667,1761
237638,9AF351B3CC27394DFED45513F0E32162,31761,18,21,3,109.60521,18.27965,1914
237639,9AF351B3CC27394DFED45513F0E32162,60351,22,23,1,109.58403,18.28958,1816
237673,608A55C14BAB2A5B627ACC1F39B89FB6,31945,0,7,7,109.58021,18.29403,1817
237674,608A55C14BAB2A5B627ACC1F39B89FB6,30854,7,9,2,109.56889,18.27076,1763
237675,608A55C14BAB2A5B627ACC1F39B89FB6,31945,12,13,1,109.58021,18.29403,1817
237676,608A55C14BAB2A5B627ACC1F39B89FB6,30854,13,16,3,109.56889,18.27076,1763
237677,608A55C14BAB2A5B627ACC1F39B89FB6,31945,21,23,2,109.58021,18.29403,1817
237725,D75F3D28EEDDC3AAB22F587F99A79102,30854,0,10,10,109.56889,18.27076,1763
237726,D75F3D28EEDDC3AAB22F587F99A79102,30851,11,14,3,109.5616,18.27396,1713
237727,D75F3D28EEDDC3AAB22F587F99A79102,31071,18,20,2,109.58257,18.28458,1815
237750,85586D73EA48B4F4D520D899B0BE0554,30291,0,5,5,109.50403,18.27028,1513
237751,85586D73EA48B4F4D520D899B0BE0554,30854,6,8,2,109.56889,18.27076,1763
237752,85586D73EA48B4F4D520D899B0BE0554,31071,13,15,2,109.58257,18.28458,1815
237753,85586D73EA48B4F4D520D899B0BE0554,30854,16,17,1,109.56889,18.27076,1763
237754,85586D73EA48B4F4D520D899B0BE0554,30291,19,23,4,109.50403,18.27028,1513
237761,10EBF762D28520B09848288F7052CFDE,39101,8,16,8,109.50132,18.24931,1509
237762,10EBF762D28520B09848288F7052CFDE,30854,20,22,2,109.56889,18.27076,1763
237769,C30EF1A03F3ACD87114629BE5EBA14E8,31091,19,20,1,109.41201,18.31222,1170
237770,C30EF1A03F3ACD87114629BE5EBA14E8,60552,21,23,2,109.41729,18.30014,1218
237789,546C572FC49C780F9A9AF62ED98666DF,30351,0,8,8,109.41701,18.29292,1217
237790,546C572FC49C780F9A9AF62ED98666DF,30681,9,10,1,109.48493,18.26917,1463
237791,546C572FC49C780F9A9AF62ED98666DF,30351,12,19,7,109.41701,18.29292,1217
237792,546C572FC49C780F9A9AF62ED98666DF,30681,21,22,1,109.48493,18.26917,1463
237811,5E6F81A7DA23F57413C15AC7514275E5,31561,1,2,1,109.56792,18.28479,1765
237812,5E6F81A7DA23F57413C15AC7514275E5,31071,5,8,3,109.58257,18.28458,1815
237813,5E6F81A7DA23F57413C15AC7514275E5,31945,12,23,11,109.58021,18.29403,1817
237861,DF5348A8E25901EBB63BBF3F6126BB02,31071,2,9,7,109.58257,18.28458,1815
237862,DF5348A8E25901EBB63BBF3F6126BB02,30854,9,21,12,109.56889,18.27076,1763
237878,E605B26D53F08A0D3360A4541E09F4E2,38283,0,12,12,109.62229,18.22618,1956
237879,E605B26D53F08A0D3360A4541E09F4E2,38283,12,13,1,109.62229,18.22618,1956
237884,B621E9075674E792CCB217233825F9D1,30851,1,5,4,109.5616,18.27396,1713
237885,B621E9075674E792CCB217233825F9D1,30232,5,6,1,109.6191,18.31701,1971
237902,985A2EA61E10E912EF275486E93274F1,60161,0,5,5,109.49174,18.26181,1461
237903,985A2EA61E10E912EF275486E93274F1,60201,7,10,3,109.5041,18.2509,1510
237904,985A2EA61E10E912EF275486E93274F1,38754,11,16,5,109.74667,18.37382,2430
237905,985A2EA61E10E912EF275486E93274F1,30711,21,23,2,109.50271,18.25347,1510
237911,187E4246482015B90D2FCF3E336B729B,30854,12,13,1,109.56889,18.27076,1763
237912,187E4246482015B90D2FCF3E336B729B,31561,15,17,2,109.56792,18.28479,1765
237928,F34F0762CFAEDFE0B6E04516A3061D6D,38484,15,16,1,109.53028,18.31528,1620
237981,0F558B6653C655C7F0BAEA9D66B33F57,31761,5,6,1,109.60521,18.27965,1914
237982,0F558B6653C655C7F0BAEA9D66B33F57,31071,11,12,1,109.58257,18.28458,1815
237983,0F558B6653C655C7F0BAEA9D66B33F57,30854,13,16,3,109.56889,18.27076,1763
237984,1026894DC5FF9A7FAF3A2EE28B95E239,30232,12,14,2,109.6191,18.31701,1971
237985,1026894DC5FF9A7FAF3A2EE28B95E239,30854,18,19,1,109.56889,18.27076,1763
237986,43F5AB52A0AF3FEB5880C6DCD16BBA02,31041,14,17,3,109.50278,18.23701,1507
237987,43F5AB52A0AF3FEB5880C6DCD16BBA02,60011,19,20,1,109.48965,18.30222,1468
237988,43F5AB52A0AF3FEB5880C6DCD16BBA02,38017,21,22,1,109.49729,18.21424,1504
